content,score,label,clean_text
aplikasi sering error dan force close ya,1,negatif,aplikasi sering error force close
perlu banyak perbaikan tapi masih bisa dipakai sih,3,netral,perlu banyak baik masih pakai sih
biasa saja tidak buruk tidak juga bagus ya,3,netral,biasa buruk tidak juga bagus
promo dan diskon nya banyak sangat menguntungkan,5,positif,promo diskon nya banyak sangat untung
cukup membantu meski masih ada kekurangan,3,netral,cukup bantu meski ada kurang
aplikasi biasa saja tidak ada yang istimewa nih,3,netral,aplikasi biasa tidak yang istimewa nih
so so masih perlu banyak improvement nih,3,netral,so so perlu banyak improvement nih
fitur gopay memudahkan transaksi sehari hari banget,4,positif,fitur gopay mudah transaksi hari hari banget
cukup membantu meski masih ada kekurangan nih,3,netral,cukup bantu meski ada kurang nih
aplikasi bagus tidak pernah error banget,4,positif,aplikasi bagus pernah error banget
biasa saja tidak buruk tidak juga bagus banget,3,netral,biasa buruk tidak juga bagus banget
aplikasi gojek sangat membantu dan cepat ya,5,positif,aplikasi gojek sangat bantu cepat
sangat kecewa dengan pelayanan akhir akhir ini ya,2,negatif,sangat kecewa layan akhir akhir ya
aplikasi gojek sangat membantu dan cepat sih,4,positif,aplikasi gojek sangat bantu cepat sih
pelayanan driver sopan dan profesional,4,positif,layan driver sopan profesional
aplikasi lemot dan sering nge-lag nih,1,negatif,aplikasi lot sering nge lag nih
pembayaran gopay sering gagal saat checkout ya,2,negatif,bayar gopay sering gagal checkout
"driver ramah dan tepat waktu, mantap sih",4,positif,driver ramah tepat waktu mantap sih
customer service lambat merespon keluhan ya,2,negatif,customer service lambat merespon keluh
harga tiba tiba naik tanpa alasan jelas,2,negatif,harga tiba tiba naik alas jelas
pembayaran gopay sering gagal saat checkout,1,negatif,bayar gopay sering gagal checkout
terima kasih gojek sangat membantu mobilitas saya deh,5,positif,terima kasih gojek sangat bantu mobilitas deh
perlu banyak perbaikan tapi masih bisa dipakai,3,netral,perlu banyak baik masih pakai
pelayanan driver sopan dan profesional deh,5,positif,layan driver sopan profesional deh
tampilan aplikasi membingungkan setelah update,1,negatif,tampil aplikasi bingung update
perlu banyak perbaikan tapi masih bisa dipakai sih,3,netral,perlu banyak baik masih pakai sih
aplikasi bagus tidak pernah error sih,4,positif,aplikasi bagus pernah error sih
promo dan diskon nya banyak sangat menguntungkan,5,positif,promo diskon nya banyak sangat untung
"driver ramah dan tepat waktu, mantap",5,positif,driver ramah tepat waktu mantap
aplikasi sering error dan force close deh,2,negatif,aplikasi sering error force close deh
driver membatalkan pesanan seenaknya sangat kecewa deh,1,negatif,driver batal pesan enak sangat kecewa deh
aplikasi gojek sangat membantu dan cepat sih,5,positif,aplikasi gojek sangat bantu cepat sih
customer service lambat merespon keluhan,1,negatif,customer service lambat merespon keluh
customer service lambat merespon keluhan deh,1,negatif,customer service lambat merespon keluh deh
kadang lancar kadang error tergantung jaringan,3,netral,kadang lancar kadang error gantung jaring
biasa saja tidak buruk tidak juga bagus banget,3,netral,biasa buruk tidak juga bagus banget
biasa saja tidak buruk tidak juga bagus,3,netral,biasa buruk tidak juga bagus
cukup membantu meski masih ada kekurangan deh,3,netral,cukup bantu meski ada kurang deh
promo dan diskon nya banyak sangat menguntungkan banget,4,positif,promo diskon nya banyak sangat untung banget
lumayan untuk dipakai sehari hari banget,3,netral,lumayan pakai hari hari banget
fiturnya standar sama seperti aplikasi lain banget,3,netral,fiturnya standar sama aplikasi banget
susah dapat driver padahal jam sibuk banget,2,negatif,susah driver padahal jam sibuk banget
aplikasi sering error dan force close banget,2,negatif,aplikasi sering error force close banget
tampilan aplikasi membingungkan setelah update ya,1,negatif,tampil aplikasi bingung update
aplikasi gojek sangat membantu dan cepat sih,5,positif,aplikasi gojek sangat bantu cepat sih
sangat kecewa dengan pelayanan akhir akhir ini banget,1,negatif,sangat kecewa layan akhir akhir banget
perlu banyak perbaikan tapi masih bisa dipakai ya,3,netral,perlu banyak baik masih pakai
so so masih perlu banyak improvement ya,3,netral,so so perlu banyak improvement
sangat recommended aplikasi ojek online terbaik nih,4,positif,sangat recommended aplikasi ojek online baik nih
pembayaran gopay sering gagal saat checkout,1,negatif,bayar gopay sering gagal checkout
fitur gopay memudahkan transaksi sehari hari,5,positif,fitur gopay mudah transaksi hari hari
aplikasi lemot dan sering nge-lag ya,2,negatif,aplikasi lot sering nge lag
pelayanan driver sopan dan profesional nih,5,positif,layan driver sopan profesional nih
promo dan diskon nya banyak sangat menguntungkan ya,4,positif,promo diskon nya banyak sangat untung
aplikasi bagus tidak pernah error deh,4,positif,aplikasi bagus pernah error deh
aplikasi lemot dan sering nge-lag banget,2,negatif,aplikasi lot sering nge lag banget
fiturnya standar sama seperti aplikasi lain deh,3,netral,fiturnya standar sama aplikasi deh
kadang lancar kadang error tergantung jaringan deh,3,netral,kadang lancar kadang error gantung jaring deh
update terbaru semakin lancar dan responsif sih,5,positif,update baru makin lancar responsif sih
cukup membantu meski masih ada kekurangan,3,netral,cukup bantu meski ada kurang
tampilan aplikasi membingungkan setelah update nih,1,negatif,tampil aplikasi bingung update nih
cukup membantu meski masih ada kekurangan,3,netral,cukup bantu meski ada kurang
aplikasi gojek sangat membantu dan cepat ya,5,positif,aplikasi gojek sangat bantu cepat
so so masih perlu banyak improvement ya,3,netral,so so perlu banyak improvement
aplikasi oke tapi harga kadang mahal nih,3,netral,aplikasi oke harga kadang mahal nih
aplikasi gojek sangat membantu dan cepat,4,positif,aplikasi gojek sangat bantu cepat
tampilan aplikasi membingungkan setelah update ya,1,negatif,tampil aplikasi bingung update
aplikasi bagus tidak pernah error banget,5,positif,aplikasi bagus pernah error banget
aplikasi sering error dan force close,1,negatif,aplikasi sering error force close
lumayan untuk dipakai sehari hari deh,3,netral,lumayan pakai hari hari deh
sangat recommended aplikasi ojek online terbaik,5,positif,sangat recommended aplikasi ojek online baik
aplikasi biasa saja tidak ada yang istimewa nih,3,netral,aplikasi biasa tidak yang istimewa nih
fitur gopay memudahkan transaksi sehari hari ya,5,positif,fitur gopay mudah transaksi hari hari
lumayan untuk dipakai sehari hari sih,3,netral,lumayan pakai hari hari sih
perlu banyak perbaikan tapi masih bisa dipakai ya,3,netral,perlu banyak baik masih pakai
terima kasih gojek sangat membantu mobilitas saya banget,5,positif,terima kasih gojek sangat bantu mobilitas banget
pembayaran gopay sering gagal saat checkout banget,2,negatif,bayar gopay sering gagal checkout banget
aplikasi lemot dan sering nge-lag deh,2,negatif,aplikasi lot sering nge lag deh
cukup membantu meski masih ada kekurangan,3,netral,cukup bantu meski ada kurang
fitur gopay memudahkan transaksi sehari hari deh,4,positif,fitur gopay mudah transaksi hari hari deh
pembayaran gopay sering gagal saat checkout,2,negatif,bayar gopay sering gagal checkout
promo dan diskon nya banyak sangat menguntungkan deh,4,positif,promo diskon nya banyak sangat untung deh
aplikasi oke tapi harga kadang mahal,3,netral,aplikasi oke harga kadang mahal
aplikasi lemot dan sering nge-lag banget,1,negatif,aplikasi lot sering nge lag banget
customer service lambat merespon keluhan deh,1,negatif,customer service lambat merespon keluh deh
tampilan aplikasi membingungkan setelah update banget,1,negatif,tampil aplikasi bingung update banget
customer service lambat merespon keluhan sih,1,negatif,customer service lambat merespon keluh sih
pelayanan driver sopan dan profesional nih,4,positif,layan driver sopan profesional nih
perlu banyak perbaikan tapi masih bisa dipakai deh,3,netral,perlu banyak baik masih pakai deh
lumayan untuk dipakai sehari hari deh,3,netral,lumayan pakai hari hari deh
customer service lambat merespon keluhan nih,2,negatif,customer service lambat merespon keluh nih
fiturnya standar sama seperti aplikasi lain sih,3,netral,fiturnya standar sama aplikasi sih
perlu banyak perbaikan tapi masih bisa dipakai,3,netral,perlu banyak baik masih pakai
update terbaru semakin lancar dan responsif sih,5,positif,update baru makin lancar responsif sih
"driver ramah dan tepat waktu, mantap sih",5,positif,driver ramah tepat waktu mantap sih
aplikasi gojek sangat membantu dan cepat nih,4,positif,aplikasi gojek sangat bantu cepat nih
fitur gopay memudahkan transaksi sehari hari ya,4,positif,fitur gopay mudah transaksi hari hari
sangat recommended aplikasi ojek online terbaik nih,5,positif,sangat recommended aplikasi ojek online baik nih
susah dapat driver padahal jam sibuk deh,1,negatif,susah driver padahal jam sibuk deh
aplikasi gojek sangat membantu dan cepat,5,positif,aplikasi gojek sangat bantu cepat
aplikasi bagus tidak pernah error nih,5,positif,aplikasi bagus pernah error nih
pembayaran gopay sering gagal saat checkout deh,1,negatif,bayar gopay sering gagal checkout deh
tampilan aplikasi membingungkan setelah update ya,1,negatif,tampil aplikasi bingung update
update terbaru semakin lancar dan responsif sih,4,positif,update baru makin lancar responsif sih
fitur gopay memudahkan transaksi sehari hari sih,4,positif,fitur gopay mudah transaksi hari hari sih
sangat recommended aplikasi ojek online terbaik sih,5,positif,sangat recommended aplikasi ojek online baik sih
susah dapat driver padahal jam sibuk nih,2,negatif,susah driver padahal jam sibuk nih
sangat recommended aplikasi ojek online terbaik sih,4,positif,sangat recommended aplikasi ojek online baik sih
terima kasih gojek sangat membantu mobilitas saya sih,5,positif,terima kasih gojek sangat bantu mobilitas sih
susah dapat driver padahal jam sibuk,1,negatif,susah driver padahal jam sibuk
"driver ramah dan tepat waktu, mantap",4,positif,driver ramah tepat waktu mantap
perlu banyak perbaikan tapi masih bisa dipakai nih,3,netral,perlu banyak baik masih pakai nih
aplikasi biasa saja tidak ada yang istimewa nih,3,netral,aplikasi biasa tidak yang istimewa nih
sangat kecewa dengan pelayanan akhir akhir ini ya,1,negatif,sangat kecewa layan akhir akhir ya
cukup membantu meski masih ada kekurangan sih,3,netral,cukup bantu meski ada kurang sih
cukup membantu meski masih ada kekurangan nih,3,netral,cukup bantu meski ada kurang nih
"driver ramah dan tepat waktu, mantap",5,positif,driver ramah tepat waktu mantap
lumayan untuk dipakai sehari hari deh,3,netral,lumayan pakai hari hari deh
aplikasi oke tapi harga kadang mahal nih,3,netral,aplikasi oke harga kadang mahal nih
aplikasi gojek sangat membantu dan cepat banget,5,positif,aplikasi gojek sangat bantu cepat banget
update terbaru semakin lancar dan responsif deh,4,positif,update baru makin lancar responsif deh
susah dapat driver padahal jam sibuk,1,negatif,susah driver padahal jam sibuk
"driver ramah dan tepat waktu, mantap",5,positif,driver ramah tepat waktu mantap
aplikasi bagus tidak pernah error nih,4,positif,aplikasi bagus pernah error nih
aplikasi oke tapi harga kadang mahal ya,3,netral,aplikasi oke harga kadang mahal
aplikasi gojek sangat membantu dan cepat,5,positif,aplikasi gojek sangat bantu cepat
pelayanan driver sopan dan profesional nih,4,positif,layan driver sopan profesional nih
harga tiba tiba naik tanpa alasan jelas ya,2,negatif,harga tiba tiba naik alas jelas
lumayan untuk dipakai sehari hari sih,3,netral,lumayan pakai hari hari sih
GPS tidak akurat driver nyasar terus,2,negatif,gps akurat driver nyasar terus
biasa saja tidak buruk tidak juga bagus deh,3,netral,biasa buruk tidak juga bagus deh
aplikasi bagus tidak pernah error nih,4,positif,aplikasi bagus pernah error nih
aplikasi biasa saja tidak ada yang istimewa ya,3,netral,aplikasi biasa tidak yang istimewa
lumayan untuk dipakai sehari hari ya,3,netral,lumayan pakai hari hari
pembayaran gopay sering gagal saat checkout banget,1,negatif,bayar gopay sering gagal checkout banget
cukup membantu meski masih ada kekurangan,3,netral,cukup bantu meski ada kurang
GPS tidak akurat driver nyasar terus banget,2,negatif,gps akurat driver nyasar terus banget
aplikasi gojek sangat membantu dan cepat ya,4,positif,aplikasi gojek sangat bantu cepat
perlu banyak perbaikan tapi masih bisa dipakai sih,3,netral,perlu banyak baik masih pakai sih
biasa saja tidak buruk tidak juga bagus deh,3,netral,biasa buruk tidak juga bagus deh
update terbaru semakin lancar dan responsif sih,4,positif,update baru makin lancar responsif sih
aplikasi bagus tidak pernah error ya,5,positif,aplikasi bagus pernah error
fitur gopay memudahkan transaksi sehari hari deh,4,positif,fitur gopay mudah transaksi hari hari deh
susah dapat driver padahal jam sibuk banget,2,negatif,susah driver padahal jam sibuk banget
so so masih perlu banyak improvement banget,3,netral,so so perlu banyak improvement banget
pembayaran gopay sering gagal saat checkout nih,2,negatif,bayar gopay sering gagal checkout nih
harga tiba tiba naik tanpa alasan jelas deh,1,negatif,harga tiba tiba naik alas jelas deh
cukup membantu meski masih ada kekurangan sih,3,netral,cukup bantu meski ada kurang sih
fiturnya standar sama seperti aplikasi lain,3,netral,fiturnya standar sama aplikasi
aplikasi gojek sangat membantu dan cepat banget,5,positif,aplikasi gojek sangat bantu cepat banget
pelayanan driver sopan dan profesional,5,positif,layan driver sopan profesional
terima kasih gojek sangat membantu mobilitas saya nih,5,positif,terima kasih gojek sangat bantu mobilitas nih
harga tiba tiba naik tanpa alasan jelas nih,1,negatif,harga tiba tiba naik alas jelas nih
harga tiba tiba naik tanpa alasan jelas sih,1,negatif,harga tiba tiba naik alas jelas sih
aplikasi gojek sangat membantu dan cepat sih,4,positif,aplikasi gojek sangat bantu cepat sih
susah dapat driver padahal jam sibuk sih,2,negatif,susah driver padahal jam sibuk sih
kadang lancar kadang error tergantung jaringan,3,netral,kadang lancar kadang error gantung jaring
fitur gopay memudahkan transaksi sehari hari,5,positif,fitur gopay mudah transaksi hari hari
promo dan diskon nya banyak sangat menguntungkan nih,4,positif,promo diskon nya banyak sangat untung nih
fiturnya standar sama seperti aplikasi lain nih,3,netral,fiturnya standar sama aplikasi nih
puas dengan layanan gofood pengiriman cepat sih,5,positif,puas layan gofood kirim cepat sih
susah dapat driver padahal jam sibuk banget,1,negatif,susah driver padahal jam sibuk banget
aplikasi lemot dan sering nge-lag ya,1,negatif,aplikasi lot sering nge lag
pelayanan driver sopan dan profesional deh,5,positif,layan driver sopan profesional deh
fiturnya standar sama seperti aplikasi lain banget,3,netral,fiturnya standar sama aplikasi banget
aplikasi bagus tidak pernah error sih,5,positif,aplikasi bagus pernah error sih
terima kasih gojek sangat membantu mobilitas saya sih,5,positif,terima kasih gojek sangat bantu mobilitas sih
fitur gopay memudahkan transaksi sehari hari banget,5,positif,fitur gopay mudah transaksi hari hari banget
fiturnya standar sama seperti aplikasi lain banget,3,netral,fiturnya standar sama aplikasi banget
fitur gopay memudahkan transaksi sehari hari ya,4,positif,fitur gopay mudah transaksi hari hari
aplikasi bagus tidak pernah error,5,positif,aplikasi bagus pernah error
so so masih perlu banyak improvement ya,3,netral,so so perlu banyak improvement
perlu banyak perbaikan tapi masih bisa dipakai sih,3,netral,perlu banyak baik masih pakai sih
fiturnya standar sama seperti aplikasi lain,3,netral,fiturnya standar sama aplikasi
update terbaru semakin lancar dan responsif sih,4,positif,update baru makin lancar responsif sih
so so masih perlu banyak improvement nih,3,netral,so so perlu banyak improvement nih
lumayan untuk dipakai sehari hari deh,3,netral,lumayan pakai hari hari deh
sangat recommended aplikasi ojek online terbaik banget,5,positif,sangat recommended aplikasi ojek online baik banget
sangat recommended aplikasi ojek online terbaik banget,5,positif,sangat recommended aplikasi ojek online baik banget
kadang puas kadang kecewa tergantung driver ya,3,netral,kadang puas kadang kecewa gantung driver
"driver ramah dan tepat waktu, mantap nih",4,positif,driver ramah tepat waktu mantap nih
aplikasi sering error dan force close banget,2,negatif,aplikasi sering error force close banget
fitur gopay memudahkan transaksi sehari hari deh,5,positif,fitur gopay mudah transaksi hari hari deh
so so masih perlu banyak improvement ya,3,netral,so so perlu banyak improvement
tampilan aplikasi membingungkan setelah update ya,1,negatif,tampil aplikasi bingung update
tampilan aplikasi membingungkan setelah update ya,1,negatif,tampil aplikasi bingung update
sangat recommended aplikasi ojek online terbaik banget,4,positif,sangat recommended aplikasi ojek online baik banget
customer service lambat merespon keluhan nih,1,negatif,customer service lambat merespon keluh nih
driver membatalkan pesanan seenaknya sangat kecewa,1,negatif,driver batal pesan enak sangat kecewa
aplikasi oke tapi harga kadang mahal deh,3,netral,aplikasi oke harga kadang mahal deh
aplikasi oke tapi harga kadang mahal banget,3,netral,aplikasi oke harga kadang mahal banget
tampilan aplikasi membingungkan setelah update sih,1,negatif,tampil aplikasi bingung update sih
fitur gopay memudahkan transaksi sehari hari sih,5,positif,fitur gopay mudah transaksi hari hari sih
so so masih perlu banyak improvement deh,3,netral,so so perlu banyak improvement deh
pembayaran gopay sering gagal saat checkout banget,2,negatif,bayar gopay sering gagal checkout banget
fitur gopay memudahkan transaksi sehari hari,4,positif,fitur gopay mudah transaksi hari hari
puas dengan layanan gofood pengiriman cepat nih,5,positif,puas layan gofood kirim cepat nih
kadang puas kadang kecewa tergantung driver sih,3,netral,kadang puas kadang kecewa gantung driver sih
promo dan diskon nya banyak sangat menguntungkan nih,5,positif,promo diskon nya banyak sangat untung nih
pelayanan driver sopan dan profesional ya,4,positif,layan driver sopan profesional
pelayanan driver sopan dan profesional ya,5,positif,layan driver sopan profesional
kadang puas kadang kecewa tergantung driver deh,3,netral,kadang puas kadang kecewa gantung driver deh
customer service lambat merespon keluhan sih,1,negatif,customer service lambat merespon keluh sih
kadang lancar kadang error tergantung jaringan sih,3,netral,kadang lancar kadang error gantung jaring sih
GPS tidak akurat driver nyasar terus sih,1,negatif,gps akurat driver nyasar terus sih
aplikasi oke tapi harga kadang mahal,3,netral,aplikasi oke harga kadang mahal
pelayanan driver sopan dan profesional deh,5,positif,layan driver sopan profesional deh
aplikasi biasa saja tidak ada yang istimewa deh,3,netral,aplikasi biasa tidak yang istimewa deh
sangat recommended aplikasi ojek online terbaik deh,5,positif,sangat recommended aplikasi ojek online baik deh
perlu banyak perbaikan tapi masih bisa dipakai sih,3,netral,perlu banyak baik masih pakai sih
aplikasi gojek sangat membantu dan cepat sih,4,positif,aplikasi gojek sangat bantu cepat sih
biasa saja tidak buruk tidak juga bagus nih,3,netral,biasa buruk tidak juga bagus nih
driver membatalkan pesanan seenaknya sangat kecewa sih,1,negatif,driver batal pesan enak sangat kecewa sih
biasa saja tidak buruk tidak juga bagus banget,3,netral,biasa buruk tidak juga bagus banget
pelayanan driver sopan dan profesional ya,5,positif,layan driver sopan profesional
fitur gopay memudahkan transaksi sehari hari deh,5,positif,fitur gopay mudah transaksi hari hari deh
sangat recommended aplikasi ojek online terbaik ya,5,positif,sangat recommended aplikasi ojek online baik
terima kasih gojek sangat membantu mobilitas saya ya,5,positif,terima kasih gojek sangat bantu mobilitas ya
so so masih perlu banyak improvement sih,3,netral,so so perlu banyak improvement sih
pelayanan driver sopan dan profesional deh,4,positif,layan driver sopan profesional deh
aplikasi gojek sangat membantu dan cepat,5,positif,aplikasi gojek sangat bantu cepat
tampilan aplikasi membingungkan setelah update banget,1,negatif,tampil aplikasi bingung update banget
sangat kecewa dengan pelayanan akhir akhir ini sih,2,negatif,sangat kecewa layan akhir akhir sih
so so masih perlu banyak improvement sih,3,netral,so so perlu banyak improvement sih
driver membatalkan pesanan seenaknya sangat kecewa,2,negatif,driver batal pesan enak sangat kecewa
GPS tidak akurat driver nyasar terus ya,1,negatif,gps akurat driver nyasar terus
GPS tidak akurat driver nyasar terus deh,2,negatif,gps akurat driver nyasar terus deh
pelayanan driver sopan dan profesional deh,5,positif,layan driver sopan profesional deh
kadang puas kadang kecewa tergantung driver deh,3,netral,kadang puas kadang kecewa gantung driver deh
promo dan diskon nya banyak sangat menguntungkan,4,positif,promo diskon nya banyak sangat untung
aplikasi biasa saja tidak ada yang istimewa deh,3,netral,aplikasi biasa tidak yang istimewa deh
sangat kecewa dengan pelayanan akhir akhir ini ya,2,negatif,sangat kecewa layan akhir akhir ya
lumayan untuk dipakai sehari hari banget,3,netral,lumayan pakai hari hari banget
"driver ramah dan tepat waktu, mantap deh",4,positif,driver ramah tepat waktu mantap deh
lumayan untuk dipakai sehari hari banget,3,netral,lumayan pakai hari hari banget
aplikasi biasa saja tidak ada yang istimewa,3,netral,aplikasi biasa tidak yang istimewa
aplikasi biasa saja tidak ada yang istimewa deh,3,netral,aplikasi biasa tidak yang istimewa deh
"driver ramah dan tepat waktu, mantap nih",4,positif,driver ramah tepat waktu mantap nih
driver membatalkan pesanan seenaknya sangat kecewa deh,1,negatif,driver batal pesan enak sangat kecewa deh
pelayanan driver sopan dan profesional,5,positif,layan driver sopan profesional
sangat recommended aplikasi ojek online terbaik deh,5,positif,sangat recommended aplikasi ojek online baik deh
driver membatalkan pesanan seenaknya sangat kecewa nih,1,negatif,driver batal pesan enak sangat kecewa nih
customer service lambat merespon keluhan deh,2,negatif,customer service lambat merespon keluh deh
cukup membantu meski masih ada kekurangan banget,3,netral,cukup bantu meski ada kurang banget
biasa saja tidak buruk tidak juga bagus sih,3,netral,biasa buruk tidak juga bagus sih
"driver ramah dan tepat waktu, mantap",5,positif,driver ramah tepat waktu mantap
promo dan diskon nya banyak sangat menguntungkan sih,5,positif,promo diskon nya banyak sangat untung sih
tampilan aplikasi membingungkan setelah update sih,1,negatif,tampil aplikasi bingung update sih
aplikasi oke tapi harga kadang mahal ya,3,netral,aplikasi oke harga kadang mahal
pembayaran gopay sering gagal saat checkout deh,1,negatif,bayar gopay sering gagal checkout deh
aplikasi bagus tidak pernah error,5,positif,aplikasi bagus pernah error
pelayanan driver sopan dan profesional sih,5,positif,layan driver sopan profesional sih
terima kasih gojek sangat membantu mobilitas saya nih,5,positif,terima kasih gojek sangat bantu mobilitas nih
"driver ramah dan tepat waktu, mantap",5,positif,driver ramah tepat waktu mantap
aplikasi biasa saja tidak ada yang istimewa ya,3,netral,aplikasi biasa tidak yang istimewa
biasa saja tidak buruk tidak juga bagus deh,3,netral,biasa buruk tidak juga bagus deh
pembayaran gopay sering gagal saat checkout nih,2,negatif,bayar gopay sering gagal checkout nih
sangat kecewa dengan pelayanan akhir akhir ini nih,2,negatif,sangat kecewa layan akhir akhir nih
promo dan diskon nya banyak sangat menguntungkan,4,positif,promo diskon nya banyak sangat untung
puas dengan layanan gofood pengiriman cepat,5,positif,puas layan gofood kirim cepat
biasa saja tidak buruk tidak juga bagus sih,3,netral,biasa buruk tidak juga bagus sih
biasa saja tidak buruk tidak juga bagus deh,3,netral,biasa buruk tidak juga bagus deh
aplikasi bagus tidak pernah error,5,positif,aplikasi bagus pernah error
"driver ramah dan tepat waktu, mantap deh",4,positif,driver ramah tepat waktu mantap deh
aplikasi sering error dan force close banget,2,negatif,aplikasi sering error force close banget
terima kasih gojek sangat membantu mobilitas saya sih,5,positif,terima kasih gojek sangat bantu mobilitas sih
update terbaru semakin lancar dan responsif sih,5,positif,update baru makin lancar responsif sih
driver membatalkan pesanan seenaknya sangat kecewa nih,2,negatif,driver batal pesan enak sangat kecewa nih
"driver ramah dan tepat waktu, mantap ya",5,positif,driver ramah tepat waktu mantap
biasa saja tidak buruk tidak juga bagus ya,3,netral,biasa buruk tidak juga bagus
puas dengan layanan gofood pengiriman cepat deh,5,positif,puas layan gofood kirim cepat deh
so so masih perlu banyak improvement nih,3,netral,so so perlu banyak improvement nih
pembayaran gopay sering gagal saat checkout sih,2,negatif,bayar gopay sering gagal checkout sih
aplikasi bagus tidak pernah error,4,positif,aplikasi bagus pernah error
terima kasih gojek sangat membantu mobilitas saya ya,5,positif,terima kasih gojek sangat bantu mobilitas ya
aplikasi bagus tidak pernah error ya,4,positif,aplikasi bagus pernah error
fiturnya standar sama seperti aplikasi lain deh,3,netral,fiturnya standar sama aplikasi deh
lumayan untuk dipakai sehari hari deh,3,netral,lumayan pakai hari hari deh
puas dengan layanan gofood pengiriman cepat,4,positif,puas layan gofood kirim cepat
lumayan untuk dipakai sehari hari ya,3,netral,lumayan pakai hari hari
aplikasi sering error dan force close,1,negatif,aplikasi sering error force close
tampilan aplikasi membingungkan setelah update sih,2,negatif,tampil aplikasi bingung update sih
"driver ramah dan tepat waktu, mantap ya",5,positif,driver ramah tepat waktu mantap
perlu banyak perbaikan tapi masih bisa dipakai banget,3,netral,perlu banyak baik masih pakai banget
GPS tidak akurat driver nyasar terus nih,1,negatif,gps akurat driver nyasar terus nih
aplikasi sering error dan force close ya,1,negatif,aplikasi sering error force close
terima kasih gojek sangat membantu mobilitas saya ya,4,positif,terima kasih gojek sangat bantu mobilitas ya
driver membatalkan pesanan seenaknya sangat kecewa deh,2,negatif,driver batal pesan enak sangat kecewa deh
fitur gopay memudahkan transaksi sehari hari deh,4,positif,fitur gopay mudah transaksi hari hari deh
aplikasi bagus tidak pernah error ya,4,positif,aplikasi bagus pernah error
promo dan diskon nya banyak sangat menguntungkan banget,4,positif,promo diskon nya banyak sangat untung banget
fiturnya standar sama seperti aplikasi lain banget,3,netral,fiturnya standar sama aplikasi banget
aplikasi bagus tidak pernah error sih,4,positif,aplikasi bagus pernah error sih
terima kasih gojek sangat membantu mobilitas saya banget,4,positif,terima kasih gojek sangat bantu mobilitas banget
aplikasi sering error dan force close,1,negatif,aplikasi sering error force close
GPS tidak akurat driver nyasar terus sih,2,negatif,gps akurat driver nyasar terus sih
aplikasi bagus tidak pernah error banget,5,positif,aplikasi bagus pernah error banget
sangat kecewa dengan pelayanan akhir akhir ini deh,2,negatif,sangat kecewa layan akhir akhir deh
pelayanan driver sopan dan profesional nih,4,positif,layan driver sopan profesional nih
aplikasi bagus tidak pernah error deh,4,positif,aplikasi bagus pernah error deh
aplikasi sering error dan force close,1,negatif,aplikasi sering error force close
cukup membantu meski masih ada kekurangan deh,3,netral,cukup bantu meski ada kurang deh
customer service lambat merespon keluhan sih,2,negatif,customer service lambat merespon keluh sih
aplikasi lemot dan sering nge-lag nih,2,negatif,aplikasi lot sering nge lag nih
fiturnya standar sama seperti aplikasi lain,3,netral,fiturnya standar sama aplikasi
aplikasi oke tapi harga kadang mahal ya,3,netral,aplikasi oke harga kadang mahal
lumayan untuk dipakai sehari hari banget,3,netral,lumayan pakai hari hari banget
so so masih perlu banyak improvement sih,3,netral,so so perlu banyak improvement sih
puas dengan layanan gofood pengiriman cepat nih,4,positif,puas layan gofood kirim cepat nih
sangat recommended aplikasi ojek online terbaik deh,5,positif,sangat recommended aplikasi ojek online baik deh
so so masih perlu banyak improvement sih,3,netral,so so perlu banyak improvement sih
puas dengan layanan gofood pengiriman cepat deh,4,positif,puas layan gofood kirim cepat deh
sangat recommended aplikasi ojek online terbaik,5,positif,sangat recommended aplikasi ojek online baik
aplikasi bagus tidak pernah error nih,4,positif,aplikasi bagus pernah error nih
aplikasi lemot dan sering nge-lag nih,2,negatif,aplikasi lot sering nge lag nih
fitur gopay memudahkan transaksi sehari hari nih,4,positif,fitur gopay mudah transaksi hari hari nih
perlu banyak perbaikan tapi masih bisa dipakai nih,3,netral,perlu banyak baik masih pakai nih
cukup membantu meski masih ada kekurangan,3,netral,cukup bantu meski ada kurang
perlu banyak perbaikan tapi masih bisa dipakai banget,3,netral,perlu banyak baik masih pakai banget
aplikasi biasa saja tidak ada yang istimewa nih,3,netral,aplikasi biasa tidak yang istimewa nih
aplikasi bagus tidak pernah error ya,4,positif,aplikasi bagus pernah error
pembayaran gopay sering gagal saat checkout nih,2,negatif,bayar gopay sering gagal checkout nih
promo dan diskon nya banyak sangat menguntungkan deh,5,positif,promo diskon nya banyak sangat untung deh
fitur gopay memudahkan transaksi sehari hari ya,5,positif,fitur gopay mudah transaksi hari hari
terima kasih gojek sangat membantu mobilitas saya nih,4,positif,terima kasih gojek sangat bantu mobilitas nih
so so masih perlu banyak improvement deh,3,netral,so so perlu banyak improvement deh
aplikasi gojek sangat membantu dan cepat ya,4,positif,aplikasi gojek sangat bantu cepat
kadang puas kadang kecewa tergantung driver banget,3,netral,kadang puas kadang kecewa gantung driver banget
kadang lancar kadang error tergantung jaringan banget,3,netral,kadang lancar kadang error gantung jaring banget
"driver ramah dan tepat waktu, mantap banget",4,positif,driver ramah tepat waktu mantap banget
sangat recommended aplikasi ojek online terbaik sih,5,positif,sangat recommended aplikasi ojek online baik sih
pembayaran gopay sering gagal saat checkout,1,negatif,bayar gopay sering gagal checkout
